query,is_gap,method,company_uuid,prop1_list,graph_match_count,kg_row_count,summary,judge_label
"What customer segment does AU Small Finance Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['OFFERS_PRODUCT', 'SERVES']",0,8,"Based on its product mix, AU Small Finance Bank appears to prioritize vehicle finance, MSME, retail, wholesale, and digital banking as part of its core business. However, the retrieved facts do not specifically indicate which of these segments the bank prioritizes *most*.",Somewhat relevant
"What customer segment does Equitas Small Finance Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['OFFERS_PRODUCT', 'SERVES']",0,4,"Equitas Small Finance Bank appears to prioritize a diversified retail customer segment, with a particular focus on small-business and MSE lending, vehicle finance, affordable housing, and microfinance. This priority is driven through its standalone listed small finance bank model headquartered in Chennai, Tamil Nadu.",Relevant
"What customer segment does Ujjivan Small Finance Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['OFFERS_PRODUCT', 'SERVES']",0,3,The retrieved facts do not cover the specific customer segment that Ujjivan Small Finance Bank appears to prioritize most based on its product mix and distribution network.,Not relevant
"What customer segment does ESAF Small Finance Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['OFFERS_PRODUCT', 'SERVES']",0,4,"Based on the retrieved facts, ESAF Small Finance Bank converted from the ESAF Microfinance/NBFC-MFI group, but the provided facts do not contain specific information regarding its product mix or distribution network to determine which customer segment it prioritizes most.",Not relevant
"What customer segment does Utkarsh Small Finance Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['OFFERS_PRODUCT', 'SERVES']",0,4,"Based on its historical operations, Utkarsh Small Finance Bank appears to prioritize the microfinance segment through a joint liability group (JLG) heavy model, though it is currently pushing to grow its non-JLG, secured-retail book.",Relevant
"What customer segment does Suryoday Small Finance Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,462386a3-7982-4909-9a6f-2a2cbbd09377,"['OFFERS_PRODUCT', 'SERVES']",0,4,"Based on its operational model, Suryoday Small Finance Bank appears to prioritize the microfinance customer segment through an urban and semi-urban microfinance-origin approach.",Relevant
"What customer segment does Jana Small Finance Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,611bbf07-0b28-4249-b871-20b5e994c196,"['OFFERS_PRODUCT', 'SERVES']",2,2,"Based on its product mix and distribution network, Jana Small Finance Bank appears to prioritize the MSME banking segment. Additionally, the bank supports this focus with a digital-banking push branded as DigiGen.",Relevant
"What is State Bank of India's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,a512c753-67dc-4353-9004-6e74f5b5d709,"['HAS_METRIC', 'MetricObservation']",1,1,"State Bank of India recorded a cost-to-income ratio of 46.71% in the June 2026 quarter, which is stronger by 8.69 percentage points compared to the universal bank segment average of 55.4 for its peer group of 8 other companies.",Relevant
"What is Bank of Baroda's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,2254cee1-6db0-4b96-9471-a6a45a3f6b64,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is Punjab National Bank's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,28601797-b0b6-4793-bc26-2752ed63056b,"['HAS_METRIC', 'MetricObservation']",1,0,,Not relevant
"What is Canara Bank's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,a436d155-4c3f-46b9-ba63-736f6abcd1cf,"['HAS_METRIC', 'MetricObservation']",1,1,"Canara Bank reported a cost-to-income ratio of 49.03% in Q1 FY27, which is stronger by 6.37 percentage points compared to the Public Sector Banks segment average of 55.4%.",Relevant
"What is Union Bank of India's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,775db758-b4be-46f3-9c39-937b6fb14466,"['HAS_METRIC', 'MetricObservation']",1,0,,Not relevant
"What is Bank of India's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,1072c755-5223-4800-b399-295cd32a902f,"['HAS_METRIC', 'MetricObservation']",1,0,,Not relevant
"What is Indian Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,daf48486-ea5e-45c2-bef1-7129588f4483,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is Central Bank of India's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,4d998ac2-533e-40a6-a217-b71dfe465f4c,"['HAS_METRIC', 'MetricObservation']",1,2,"Central Bank of India's cost-to-income ratio stood at 55.40%, which compares to a segment average of 49.03% across 7 other public sector banks and 46.71% across 8 other universal banks. This places the bank's ratio 6.37 percentage points above the public sector bank average and 8.69 percentage points above the universal bank average, indicating a higher cost relative to income than both peer groups.",Relevant
"What is Indian Overseas Bank's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['HAS_METRIC', 'MetricObservation', 'OPERATES_IN']",1,0,,Not relevant
"What is UCO Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is Bank of Maharashtra's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is Punjab & Sind Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,2b559985-38e8-4787-a4ec-ddb952007279,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is HDFC Bank's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,"['HAS_METRIC', 'MetricObservation']",1,1,"HDFC Bank operated with a cost-to-income ratio of 39.2% in Q1 FY27, which is higher than the average of 38.5% for its Private Sector Banks segment. This places HDFC Bank's ratio 0.7 percentage points above the peer group average.",Relevant
"What is ICICI Bank's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,02db780d-0076-4d28-8fb6-d6d5dd1ded13,"['HAS_METRIC', 'MetricObservation']",1,1,"ICICI Bank reported a Q1 FY27 cost-to-income ratio of roughly 38.5%, which compares favorably to the private sector banking segment average of 39.2% across five other companies by 0.7 percentage points.",Relevant
"What is Axis Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,e8b9706a-a447-4e0c-be64-cc5d7acbb11a,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is Kotak Mahindra Bank's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,7db3e390-676f-4e46-966c-45f455a2e640,"['HAS_METRIC', 'MetricObservation']",1,0,,Not relevant
"What is IndusInd Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,4212ea87-cc68-4d83-b9de-f99f629011de,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is Yes Bank's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,c456f4b2-ca3b-4494-931c-db4e0c3ff3d8,"['HAS_METRIC', 'MetricObservation']",1,0,,Not relevant
"What is IDFC First Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,aa5b8ff4-0579-4529-87bb-ad8e214ba77b,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is Federal Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,cdc54c14-4841-485f-9367-55abd39e099e,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is RBL Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,5d8a90d7-6178-4821-84d5-7dce0785f0aa,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is South Indian Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,da75b497-7522-4871-8df9-173b6b7f0407,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is Karur Vysya Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,05ce5ca5-7af6-45a7-aa25-28cc953d4c56,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
"What is City Union Bank's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,9a0d8f96-3447-4532-97ce-021f12253399,"['HAS_METRIC', 'MetricObservation']",1,0,,Not relevant
"What is DCB Bank's cost-to-income ratio, and how does it compare with the average for its segment?",False,graph_check,597741f2-edce-4910-b132-f04c2c375a72,"['HAS_METRIC', 'MetricObservation']",1,1,"DCB Bank's cost-to-income ratio remained elevated at 60.92%. The retrieved facts do not cover the average cost-to-income ratio for its segment, so a comparison cannot be made.",Somewhat relevant
"What is Karnataka Bank's cost-to-income ratio, and how does it compare with the average for its segment?",True,graph_check,07f29a92-f862-45a7-856e-4d5fbe477a50,"['HAS_METRIC', 'MetricObservation']",0,0,,Not relevant
