text,ground_truth
"What is Union Bank of India's cost-to-income ratio, and how does it compare with the average for its segment?",Reported as down 500 basis points year-on-year; the resulting current level was not stated.
"What is Bank of India's cost-to-income ratio, and how does it compare with the average for its segment?",46.3%.
"What is Central Bank of India's cost-to-income ratio, and how does it compare with the average for its segment?",55.40%.
"What is Indian Overseas Bank's cost-to-income ratio, and how does it compare with the average for its segment?",Rose from 44.22% to 53.95% year-on-year.
"What is HDFC Bank's cost-to-income ratio, and how does it compare with the average for its segment?",39.2%.
"What is ICICI Bank's cost-to-income ratio, and how does it compare with the average for its segment?",Roughly 38.5%.
"What is Axis Bank's cost-to-income ratio, and how does it compare with the average for its segment?",The bank reports cost-to-assets of 2.20% rather than a standard cost-to-income figure.
"What is Kotak Mahindra Bank's cost-to-income ratio, and how does it compare with the average for its segment?",The bank reports cost-to-assets of 2.66% instead of a standard cost-to-income figure.
"What is Yes Bank's cost-to-income ratio, and how does it compare with the average for its segment?",62.8%.
"What is IDFC First Bank's cost-to-income ratio, and how does it compare with the average for its segment?",70.7%.
"What is Federal Bank's cost-to-income ratio, and how does it compare with the average for its segment?",52.50%.
"What is City Union Bank's cost-to-income ratio, and how does it compare with the average for its segment?",45.42%.
"What is DCB Bank's cost-to-income ratio, and how does it compare with the average for its segment?",60.92%.
"What is Equitas Small Finance Bank's cost-to-income ratio, and how does it compare with the average for its segment?",68.38%.
"What is State Bank of India's provision coverage ratio, and what does that imply about its NPA cushion?",74.20% (91.82% including technical write-offs).
"What is Bank of Baroda's provision coverage ratio, and what does that imply about its NPA cushion?","93.28% including technical write-offs, or 75.07% excluding them."
"What is Punjab National Bank's provision coverage ratio, and what does that imply about its NPA cushion?",97.23%.
"What is Canara Bank's provision coverage ratio, and what does that imply about its NPA cushion?",94.76%.
"What is Bank of India's provision coverage ratio, and what does that imply about its NPA cushion?",93.63%.
"What is Indian Bank's provision coverage ratio, and what does that imply about its NPA cushion?",98.22%.
"What is Central Bank of India's provision coverage ratio, and what does that imply about its NPA cushion?",95.86%.
"What is Indian Overseas Bank's provision coverage ratio, and what does that imply about its NPA cushion?",97.67%.
"What is HDFC Bank's provision coverage ratio, and what does that imply about its NPA cushion?",66%.
"What is ICICI Bank's provision coverage ratio, and what does that imply about its NPA cushion?",74.7%.
"What is Axis Bank's provision coverage ratio, and what does that imply about its NPA cushion?",70%.
"What is IndusInd Bank's provision coverage ratio, and what does that imply about its NPA cushion?",71%.
"What is Federal Bank's provision coverage ratio, and what does that imply about its NPA cushion?",87%.
"What is Karur Vysya Bank's provision coverage ratio, and what does that imply about its NPA cushion?",96.21%.
"What is City Union Bank's provision coverage ratio, and what does that imply about its NPA cushion?","85% including technical write-offs, or 65% excluding them."
"What is DCB Bank's provision coverage ratio, and what does that imply about its NPA cushion?",79.81%.
"What is CSB Bank's provision coverage ratio, and what does that imply about its NPA cushion?",86.83%.
"What is Bandhan Bank's provision coverage ratio, and what does that imply about its NPA cushion?",71.1%.
"What is Jammu & Kashmir Bank's provision coverage ratio, and what does that imply about its NPA cushion?",90.53%.
"What is AU Small Finance Bank's provision coverage ratio, and what does that imply about its NPA cushion?",85% including technical write-offs.
"What is Equitas Small Finance Bank's provision coverage ratio, and what does that imply about its NPA cushion?","71.02%, or 86.96% including write-offs."
"What is Ujjivan Small Finance Bank's provision coverage ratio, and what does that imply about its NPA cushion?",85%.
"What is ESAF Small Finance Bank's provision coverage ratio, and what does that imply about its NPA cushion?",85.5%.
"What is State Bank of India's net interest income for the latest reported quarter, and its year-on-year growth rate?","₹46,992 crore in Q1 FY27, up 14.88% year-on-year."
"What is Bank of Baroda's net interest income for the latest reported quarter, and its year-on-year growth rate?","₹12,524 crore in Q1 FY27, up 9.5% year-on-year."
"What is Punjab National Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?","₹10,798 crore in Q1 FY27, up 2.1% year-on-year."
"What is Canara Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?","₹10,215 crore in Q1 FY27 — the first time it crossed ₹10,000 crore."
"What is Union Bank of India's net interest income for the latest reported quarter, and its year-on-year growth rate?","Reported ₹10,037 crore, up 10.14% year-on-year, per the same lower-confidence secondary source."
"What is Bank of India's net interest income for the latest reported quarter, and its year-on-year growth rate?","₹6,833 crore in Q1 FY27, up 12.61% year-on-year."
"What is Indian Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?","Not isolated as a standalone figure; total income for the quarter was ₹20,723.62 crore, of which ₹18,090.16 crore (~87%) was interest income."
"What is Central Bank of India's net interest income for the latest reported quarter, and its year-on-year growth rate?","₹3,914 crore in Q1 FY27, up 15.70% year-on-year."
"What is Indian Overseas Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?","₹3,688 crore in Q1 FY27, up 34.30% year-on-year."
"What is UCO Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?",Not isolated as a standalone figure; net interest margin was around 3%.
